[10May2025 00:09:42.763] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Zhair16 has made the advancement [Incendium]
[10May2025 00:09:42.766] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Zhair16 has made the advancement [We Need to Go Deeper]
[10May2025 00:10:10.832] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 46331ms or 926 ticks behind
[10May2025 00:10:13.173] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: KMRgamerotaku has made the advancement [Incendium]
[10May2025 00:10:13.173] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: KMRgamerotaku has made the advancement [We Need to Go Deeper]
[10May2025 00:10:15.011] [Worker-Main-9/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -6], pos: MutableBlockPos{x=-93, y=118, z=-96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.847] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -20], pos: MutableBlockPos{x=-135, y=158, z=-320}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.847] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -20], pos: MutableBlockPos{x=-135, y=157, z=-320}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.847] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -20], pos: MutableBlockPos{x=-134, y=158, z=-320}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.847] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -20], pos: MutableBlockPos{x=-134, y=157, z=-320}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.847] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -20], pos: MutableBlockPos{x=-136, y=158, z=-319}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.848] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, -20], pos: MutableBlockPos{x=-136, y=157, z=-319}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.848] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=158, z=-333}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.848] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=157, z=-333}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.848] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=157, z=-332}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.848] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=158, z=-332}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.848] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=157, z=-332}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.848] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=157, z=-331}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.848] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=158, z=-331}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.848] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=157, z=-331}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.849] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=159, z=-330}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.849] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=157, z=-330}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.849] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=159, z=-330}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.849] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=158, z=-330}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.849] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=157, z=-330}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.849] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=159, z=-329}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.849] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=159, z=-329}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.850] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=158, z=-329}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.850] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=157, z=-329}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.850] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=159, z=-328}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.850] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=158, z=-328}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.850] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=159, z=-328}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.851] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=158, z=-328}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.851] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=157, z=-328}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.851] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=159, z=-327}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.851] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=158, z=-327}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.851] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=159, z=-328}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.851] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=158, z=-328}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.851] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=159, z=-327}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.852] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=158, z=-327}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.852] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=159, z=-326}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.852] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=158, z=-326}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.852] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=157, z=-326}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.852] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=159, z=-326}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.852] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=158, z=-326}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.852] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=157, z=-326}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.852] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=159, z=-325}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.852] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=158, z=-325}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.852] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=157, z=-325}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.853] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=159, z=-324}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.853] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=158, z=-324}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.853] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=157, z=-324}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.853] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=159, z=-327}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.853] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=158, z=-327}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.853] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=159, z=-327}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.853] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=158, z=-327}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.853] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=157, z=-327}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.855] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=159, z=-326}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.855] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=158, z=-326}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.855] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=157, z=-326}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.855] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=159, z=-326}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.855] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=158, z=-326}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.855] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=157, z=-326}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.856] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=159, z=-326}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.856] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=158, z=-326}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.856] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=157, z=-326}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.857] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=159, z=-325}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.857] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=158, z=-325}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.857] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=157, z=-325}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.858] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=159, z=-325}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.858] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=158, z=-325}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.858] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=157, z=-325}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.859] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=159, z=-325}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.860] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=158, z=-325}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.860] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=157, z=-325}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.861] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=159, z=-324}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.861] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=158, z=-324}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.861] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=157, z=-324}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.861] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=159, z=-324}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.861] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=158, z=-324}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.862] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=157, z=-324}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.862] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=159, z=-324}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.863] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=158, z=-324}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.863] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=157, z=-324}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.863] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-125, y=159, z=-324}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.863] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-125, y=158, z=-324}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.863] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-125, y=157, z=-324}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.863] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=159, z=-323}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.864] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=158, z=-323}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.864] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-128, y=157, z=-323}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.864] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=159, z=-323}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.864] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=158, z=-323}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.865] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-127, y=157, z=-323}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:14:58.865] [Worker-Main-96/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -21], pos: MutableBlockPos{x=-126, y=159, z=-323}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
